,_wpmbiasp,_wp5,_wp4,_wp1,_wp0,_wnmbiasp,_wnmbiasn,_wn8,_wn6,_wn4,_wn0,_nfpmbiasp,_nfp5,_nfp4,_nfp1,_nfp0,_nfnmbiasp,_nfnmbiasn,_nfn8,_nfn6,_nfn4,_nfn0,_lpmbiasp,_lp5,_lp4,_lp1,_lp0,_lnmbiasp,_lnmbiasn,_ln8,_ln6,_ln4,_ln0,fom,gdc,idd,gbw,pm,cload
359,8.76E-6,9.48E-6,7.64E-6,1.2E-7,1.8E-7,1.54E-6,7.68E-6,3.8E-6,1.2E-7,2.96E-6,1.2E-7,10.0,2.0,1.0,1.0,4.0,6.0,2.0,1.0,1.0,1.0,3.0,1.4E-6,2.2E-7,6.0E-8,3.2E-7,1.8E-7,1.02E-6,1.22E-6,6.0E-7,1.96E-6,1.92E-6,7.8E-7,10137.0,48.036,1.8952E-4,3.2019E8,61.259,1.5e-12
360,8.32E-6,6.44E-6,7.9E-6,1.2E-7,2.6E-7,1.32E-6,8.56E-6,3.64E-6,1.2E-7,3.96E-6,3.8E-7,3.0,2.0,1.0,1.0,3.0,20.0,7.0,1.0,1.0,1.0,1.0,1.64E-6,2.2E-7,6.0E-8,3.4E-7,2.0E-7,1.24E-6,7.4E-7,6.6E-7,1.56E-6,1.94E-6,8.0E-7,11304.0,48.03,1.1536E-4,2.1734E8,64.815,1.5e-12
361,9.26E-6,6.74E-6,9.54E-6,1.2E-7,2.0E-7,1.7E-6,8.64E-6,4.86E-6,1.4E-7,3.42E-6,1.2E-7,15.0,4.0,1.0,1.0,4.0,12.0,3.0,1.0,1.0,1.0,4.0,1.52E-6,2.0E-7,6.0E-8,2.2E-7,1.4E-7,1.36E-6,1.44E-6,6.4E-7,1.34E-6,2.0E-6,5.6E-7,11501.0,48.012,2.3569E-4,4.5179E8,60.097,1.5e-12
362,8.68E-6,6.44E-6,6.64E-6,1.2E-7,2.2E-7,1.32E-6,9.18E-6,3.62E-6,1.2E-7,4.92E-6,1.2E-7,15.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.82E-6,2.0E-7,6.0E-8,4.2E-7,1.4E-7,1.12E-6,1.3E-6,6.6E-7,1.62E-6,2.0E-6,6.0E-7,11009.0,47.999,1.4216E-4,2.6084E8,60.968,1.5e-12
363,9.08E-6,9.5E-6,9.66E-6,1.2E-7,2.0E-7,1.66E-6,7.54E-6,3.66E-6,1.2E-7,3.14E-6,1.2E-7,7.0,2.0,1.0,1.0,4.0,3.0,16.0,1.0,1.0,1.0,4.0,1.68E-6,2.0E-7,1.0E-7,2.6E-7,1.4E-7,1.58E-6,1.14E-6,6.4E-7,1.06E-6,2.0E-6,7.0E-7,12706.0,47.976,1.8399E-4,3.8964E8,60.64,1.5e-12
364,8.44E-6,7.18E-6,9.96E-6,1.2E-7,2.4E-7,1.72E-6,9.4E-6,5.88E-6,1.4E-7,3.16E-6,1.2E-7,10.0,4.0,1.0,1.0,2.0,17.0,8.0,1.0,1.0,1.0,2.0,1.88E-6,3.0E-7,8.0E-8,3.8E-7,1.2E-7,1.78E-6,1.0E-6,9.2E-7,8.4E-7,1.96E-6,4.4E-7,11613.0,47.976,1.6313E-4,3.1574E8,62.527,1.5e-12
365,8.5E-6,7.38E-6,7.58E-6,1.2E-7,3.6E-7,1.46E-6,9.88E-6,3.8E-6,1.2E-7,4.08E-6,1.2E-7,1.0,2.0,1.0,1.0,3.0,11.0,2.0,1.0,1.0,1.0,1.0,1.48E-6,2.2E-7,6.0E-8,3.4E-7,1.4E-7,1.2E-6,1.14E-6,7.4E-7,1.56E-6,1.58E-6,5.6E-7,11092.0,47.964,1.1795E-4,2.1806E8,62.004,1.5e-12
366,8.32E-6,6.44E-6,7.9E-6,1.2E-7,2.6E-7,1.34E-6,8.56E-6,3.64E-6,1.2E-7,3.84E-6,1.4E-7,3.0,2.0,1.0,1.0,4.0,20.0,7.0,1.0,1.0,1.0,1.0,1.64E-6,2.2E-7,6.0E-8,3.4E-7,2.2E-7,1.24E-6,7.4E-7,6.6E-7,1.56E-6,1.94E-6,8.0E-7,8439.3,47.943,1.0623E-4,1.4942E8,65.557,1.5e-12
367,9.26E-6,9.8E-6,7.58E-6,1.2E-7,2.8E-7,2.0E-6,9.22E-6,5.22E-6,1.4E-7,4.88E-6,1.2E-7,6.0,2.0,1.0,1.0,2.0,20.0,10.0,1.0,1.0,1.0,2.0,1.56E-6,2.4E-7,6.0E-8,3.8E-7,1.6E-7,1.8E-6,9.2E-7,1.0E-6,1.52E-6,2.0E-6,4.8E-7,11972.0,47.925,1.3744E-4,2.7424E8,64.276,1.5e-12
368,8.68E-6,8.14E-6,7.42E-6,1.2E-7,2.2E-7,1.32E-6,8.64E-6,3.62E-6,1.2E-7,4.52E-6,1.6E-7,6.0,2.0,1.0,1.0,3.0,8.0,2.0,1.0,1.0,1.0,1.0,1.62E-6,2.2E-7,6.0E-8,4.4E-7,1.6E-7,1.0E-6,6.8E-7,6.0E-7,1.44E-6,1.94E-6,3.8E-7,13824.0,47.922,1.2202E-4,2.8113E8,62.334,1.5e-12
369,9.66E-6,4.78E-6,7.88E-6,1.6E-7,3.0E-7,1.58E-6,9.14E-6,4.54E-6,1.6E-7,3.02E-6,1.2E-7,14.0,4.0,1.0,1.0,3.0,17.0,19.0,1.0,1.0,1.0,2.0,1.88E-6,2.0E-7,8.0E-8,3.4E-7,1.8E-7,1.2E-6,1.38E-6,8.0E-7,1.84E-6,1.74E-6,4.6E-7,11323.0,47.901,1.7139E-4,3.2345E8,60.508,1.5e-12
370,9.08E-6,9.5E-6,9.66E-6,1.2E-7,2.0E-7,1.66E-6,7.54E-6,3.66E-6,1.2E-7,3.14E-6,1.2E-7,9.0,2.0,1.0,1.0,4.0,3.0,16.0,1.0,1.0,1.0,4.0,1.68E-6,2.0E-7,1.0E-7,2.6E-7,1.4E-7,1.58E-6,1.14E-6,6.4E-7,1.06E-6,2.0E-6,7.8E-7,12376.0,47.895,1.8222E-4,3.7585E8,60.692,1.5e-12
371,8.68E-6,8.14E-6,7.6E-6,1.2E-7,2.2E-7,1.32E-6,8.64E-6,3.62E-6,1.2E-7,3.48E-6,2.4E-7,7.0,2.0,1.0,1.0,3.0,8.0,2.0,1.0,1.0,1.0,1.0,1.62E-6,2.2E-7,6.0E-8,4.2E-7,1.8E-7,1.04E-6,6.8E-7,6.0E-7,1.44E-6,1.94E-6,4.8E-7,13236.0,47.893,1.2135E-4,2.6768E8,62.929,1.5e-12
372,7.64E-6,4.82E-6,8.28E-6,1.2E-7,2.8E-7,1.58E-6,9.28E-6,5.68E-6,1.4E-7,3.14E-6,2.6E-7,28.0,6.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.62E-6,2.4E-7,6.0E-8,2.6E-7,1.4E-7,1.34E-6,1.36E-6,6.8E-7,1.12E-6,1.9E-6,4.6E-7,10607.0,47.881,2.2457E-4,3.9699E8,60.578,1.5e-12
373,9.2E-6,7.32E-6,7.16E-6,1.2E-7,2.2E-7,2.04E-6,9.08E-6,5.0E-6,1.8E-7,5.34E-6,1.2E-7,9.0,2.0,1.0,1.0,3.0,13.0,8.0,1.0,1.0,1.0,2.0,1.56E-6,2.0E-7,6.0E-8,3.8E-7,1.4E-7,1.8E-6,1.16E-6,1.04E-6,1.64E-6,1.78E-6,5.6E-7,12646.0,47.871,1.4798E-4,3.1191E8,60.492,1.5e-12
374,9.6E-6,5.86E-6,9.86E-6,1.2E-7,3.0E-7,1.5E-6,6.66E-6,5.5E-6,1.4E-7,2.66E-6,1.2E-7,10.0,5.0,1.0,1.0,2.0,9.0,3.0,1.0,1.0,1.0,2.0,1.86E-6,1.8E-7,6.0E-8,3.0E-7,1.2E-7,1.28E-6,1.44E-6,6.2E-7,1.42E-6,1.76E-6,3.2E-7,8565.3,47.832,3.1977E-4,4.5649E8,65.08,1.5e-12
375,8.36E-6,7.82E-6,9.72E-6,1.2E-7,1.8E-7,1.86E-6,1.0E-5,5.24E-6,1.8E-7,3.4E-6,1.2E-7,7.0,2.0,1.0,1.0,3.0,6.0,9.0,1.0,1.0,1.0,1.0,1.5E-6,3.2E-7,8.0E-8,6.8E-7,1.6E-7,1.12E-6,6.6E-7,7.6E-7,1.06E-6,1.92E-6,8.4E-7,8801.2,47.831,1.1307E-4,1.6586E8,61.766,1.5e-12
376,9.44E-6,9.04E-6,9.66E-6,1.2E-7,2.4E-7,1.68E-6,7.1E-6,5.9E-6,1.2E-7,6.18E-6,1.6E-7,12.0,4.0,1.0,1.0,3.0,17.0,7.0,1.0,1.0,1.0,2.0,1.66E-6,1.8E-7,6.0E-8,2.8E-7,1.8E-7,1.28E-6,1.52E-6,6.4E-7,1.12E-6,1.98E-6,3.4E-7,8248.3,47.786,3.3313E-4,4.5796E8,62.501,1.5e-12
377,9.66E-6,5.88E-6,7.88E-6,1.6E-7,3.8E-7,1.58E-6,8.06E-6,4.38E-6,1.6E-7,3.44E-6,1.2E-7,13.0,4.0,1.0,1.0,2.0,17.0,20.0,1.0,1.0,1.0,2.0,1.88E-6,2.0E-7,1.0E-7,3.4E-7,1.2E-7,1.26E-6,1.38E-6,8.0E-7,1.8E-6,1.74E-6,4.6E-7,11877.0,47.741,1.8097E-4,3.5822E8,60.76,1.5e-12
378,9.6E-6,5.86E-6,9.86E-6,1.2E-7,3.0E-7,1.5E-6,6.98E-6,5.5E-6,1.4E-7,3.58E-6,1.2E-7,9.0,5.0,1.0,1.0,2.0,9.0,5.0,1.0,1.0,1.0,2.0,1.86E-6,1.8E-7,6.0E-8,3.0E-7,1.2E-7,1.28E-6,1.4E-6,6.2E-7,1.42E-6,1.74E-6,3.2E-7,8965.7,47.739,3.0297E-4,4.5272E8,64.931,1.5e-12
379,9.98E-6,7.2E-6,9.74E-6,1.2E-7,1.4E-7,1.58E-6,8.26E-6,6.26E-6,1.2E-7,3.3E-6,2.0E-7,8.0,4.0,1.0,1.0,5.0,6.0,7.0,1.0,1.0,1.0,1.0,1.84E-6,2.4E-7,6.0E-8,2.8E-7,1.4E-7,1.04E-6,9.8E-7,6.4E-7,1.04E-6,2.0E-6,2.6E-7,11007.0,47.736,2.5343E-4,4.6492E8,60.222,1.5e-12
380,9.96E-6,5.72E-6,9.0E-6,1.2E-7,2.2E-7,2.08E-6,8.06E-6,5.26E-6,1.4E-7,3.48E-6,2.2E-7,12.0,4.0,1.0,2.0,5.0,11.0,4.0,1.0,1.0,1.0,2.0,1.54E-6,2.0E-7,6.0E-8,3.6E-7,1.4E-7,1.44E-6,1.82E-6,6.4E-7,1.24E-6,1.96E-6,5.2E-7,9375.1,47.724,2.993E-4,4.6765E8,60.017,1.5e-12
381,8.42E-6,8.74E-6,9.94E-6,2.2E-7,2.0E-7,1.36E-6,9.98E-6,3.62E-6,1.2E-7,4.28E-6,1.2E-7,8.0,3.0,1.0,1.0,4.0,6.0,13.0,1.0,1.0,1.0,2.0,1.5E-6,3.8E-7,1.0E-7,3.6E-7,1.4E-7,1.2E-6,1.08E-6,7.6E-7,1.86E-6,1.96E-6,8.4E-7,9778.0,47.72,1.0582E-4,1.7245E8,64.685,1.5e-12
382,8.32E-6,6.8E-6,7.6E-6,1.2E-7,2.6E-7,1.32E-6,8.9E-6,3.64E-6,1.2E-7,5.0E-6,1.2E-7,1.0,2.0,1.0,1.0,4.0,16.0,1.0,1.0,1.0,1.0,1.0,1.64E-6,2.2E-7,6.0E-8,3.4E-7,2.0E-7,1.16E-6,7.4E-7,6.4E-7,1.3E-6,1.88E-6,5.0E-7,11104.0,47.706,1.1279E-4,2.0873E8,63.442,1.5e-12
383,9.44E-6,7.52E-6,9.98E-6,1.2E-7,2.4E-7,1.68E-6,7.1E-6,5.74E-6,1.2E-7,7.34E-6,1.6E-7,8.0,4.0,1.0,1.0,3.0,17.0,7.0,1.0,1.0,1.0,2.0,1.66E-6,2.8E-7,6.0E-8,2.8E-7,1.4E-7,1.28E-6,1.52E-6,6.4E-7,1.02E-6,1.98E-6,3.4E-7,8902.6,47.693,3.2682E-4,4.8493E8,61.959,1.5e-12
384,7.86E-6,7.26E-6,7.68E-6,1.2E-7,2.8E-7,1.62E-6,9.76E-6,5.2E-6,1.2E-7,3.74E-6,1.2E-7,14.0,4.0,1.0,1.0,2.0,17.0,7.0,1.0,1.0,1.0,2.0,1.52E-6,2.8E-7,1.0E-7,3.2E-7,1.2E-7,1.2E-6,1.92E-6,9.2E-7,1.58E-6,1.96E-6,3.6E-7,11728.0,47.69,2.0329E-4,3.9737E8,60.744,1.5e-12
385,8.68E-6,8.2E-6,7.22E-6,1.2E-7,8.2E-7,1.48E-6,8.86E-6,3.7E-6,1.4E-7,3.24E-6,1.2E-7,1.0,2.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,3.0,1.72E-6,2.2E-7,6.0E-8,3.6E-7,1.8E-7,1.38E-6,1.22E-6,6.4E-7,1.78E-6,1.92E-6,5.4E-7,12156.0,47.654,1.6375E-4,3.3174E8,60.206,1.5e-12
386,8.62E-6,9.28E-6,8.9E-6,1.6E-7,3.0E-7,1.24E-6,8.08E-6,4.04E-6,1.4E-7,2.86E-6,1.2E-7,10.0,2.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,2.0,1.72E-6,2.2E-7,6.0E-8,4.2E-7,1.2E-7,1.54E-6,1.28E-6,8.2E-7,1.9E-6,1.92E-6,5.4E-7,11940.0,47.635,1.5829E-4,3.1499E8,62.317,1.5e-12
387,9.44E-6,7.42E-6,9.98E-6,1.2E-7,2.4E-7,1.68E-6,6.76E-6,5.74E-6,1.2E-7,7.64E-6,1.6E-7,8.0,4.0,1.0,1.0,3.0,17.0,7.0,1.0,1.0,1.0,2.0,1.66E-6,2.8E-7,6.0E-8,2.8E-7,1.4E-7,1.28E-6,1.52E-6,6.4E-7,8.2E-7,1.98E-6,3.2E-7,8587.3,47.586,3.4195E-4,4.894E8,62.838,1.5e-12
388,9.68E-6,9.7E-6,9.98E-6,1.6E-7,8.6E-7,1.64E-6,8.58E-6,3.76E-6,1.2E-7,3.1E-6,1.2E-7,4.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,1.62E-6,1.8E-7,8.0E-8,3.6E-7,1.6E-7,1.3E-6,1.24E-6,6.0E-7,1.02E-6,2.0E-6,6.4E-7,11954.0,47.581,1.7913E-4,3.569E8,61.364,1.5e-12
389,9.9E-6,9.46E-6,9.92E-6,1.2E-7,2.4E-7,1.56E-6,8.46E-6,6.28E-6,1.2E-7,3.12E-6,1.4E-7,16.0,4.0,1.0,1.0,3.0,18.0,6.0,1.0,1.0,1.0,2.0,1.94E-6,2.4E-7,6.0E-8,2.8E-7,1.8E-7,1.26E-6,1.36E-6,6.4E-7,7.8E-7,1.92E-6,2.4E-7,9728.5,47.58,2.9248E-4,4.7423E8,60.718,1.5e-12
390,8.68E-6,5.76E-6,7.58E-6,1.2E-7,2.2E-7,1.34E-6,9.36E-6,3.6E-6,1.2E-7,3.84E-6,1.2E-7,1.0,2.0,1.0,1.0,3.0,12.0,2.0,1.0,1.0,1.0,1.0,1.56E-6,2.2E-7,6.0E-8,4.6E-7,1.4E-7,1.14E-6,1.0E-6,7.4E-7,1.58E-6,1.98E-6,7.0E-7,10198.0,47.41,1.1194E-4,1.9028E8,67.511,1.5e-12
391,7.38E-6,7.86E-6,8.74E-6,1.2E-7,2.6E-7,1.24E-6,1.0E-5,5.46E-6,1.2E-7,5.58E-6,1.4E-7,20.0,2.0,1.0,1.0,3.0,6.0,5.0,1.0,1.0,1.0,2.0,1.7E-6,2.0E-7,6.0E-8,3.4E-7,1.6E-7,1.38E-6,1.9E-6,9.0E-7,9.4E-7,1.96E-6,3.8E-7,11447.0,47.404,2.1969E-4,4.1912E8,60.655,1.5e-12
392,8.28E-6,9.32E-6,9.54E-6,1.2E-7,1.8E-7,1.7E-6,8.92E-6,3.66E-6,2.2E-7,4.7E-6,1.2E-7,8.0,2.0,1.0,1.0,4.0,8.0,15.0,1.0,1.0,1.0,4.0,1.56E-6,2.2E-7,2.2E-7,2.8E-7,1.4E-7,1.06E-6,1.06E-6,6.2E-7,1.4E-6,1.78E-6,8.0E-7,12633.0,47.39,1.5417E-4,3.246E8,61.243,1.5e-12
393,7.72E-6,7.48E-6,7.7E-6,1.4E-7,2.0E-7,1.74E-6,9.92E-6,4.02E-6,1.2E-7,3.92E-6,1.2E-7,2.0,2.0,1.0,1.0,4.0,10.0,3.0,1.0,1.0,1.0,4.0,1.62E-6,2.2E-7,1.8E-7,2.8E-7,1.6E-7,1.46E-6,1.44E-6,9.0E-7,1.8E-6,1.98E-6,6.8E-7,13266.0,47.305,1.4485E-4,3.2026E8,61.836,1.5e-12
394,8.5E-6,6.44E-6,7.9E-6,1.2E-7,2.6E-7,1.34E-6,8.56E-6,3.64E-6,1.2E-7,4.22E-6,1.4E-7,3.0,2.0,1.0,1.0,4.0,20.0,4.0,1.0,1.0,1.0,1.0,1.64E-6,2.2E-7,6.0E-8,3.4E-7,2.0E-7,1.24E-6,7.4E-7,6.6E-7,1.56E-6,1.92E-6,8.0E-7,9789.2,47.281,1.1126E-4,1.8152E8,64.747,1.5e-12
395,7.64E-6,5.78E-6,8.0E-6,1.2E-7,2.8E-7,1.58E-6,9.44E-6,5.22E-6,1.2E-7,3.14E-6,4.4E-7,28.0,4.0,1.0,1.0,3.0,16.0,2.0,1.0,1.0,1.0,1.0,1.54E-6,2.4E-7,6.0E-8,2.6E-7,1.6E-7,1.34E-6,1.32E-6,7.0E-7,1.24E-6,1.9E-6,4.4E-7,11945.0,47.248,2.171E-4,4.3221E8,60.254,1.5e-12
396,9.6E-6,9.6E-6,7.02E-6,2.2E-7,4.8E-7,1.56E-6,8.54E-6,3.8E-6,1.2E-7,4.08E-6,1.6E-7,2.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.86E-6,2.4E-7,1.0E-7,4.6E-7,1.4E-7,1.2E-6,9.2E-7,8.2E-7,9.6E-7,1.98E-6,5.6E-7,11654.0,47.223,1.1688E-4,2.2702E8,62.749,1.5e-12
397,9.5E-6,7.64E-6,6.82E-6,1.2E-7,1.6E-7,1.78E-6,8.94E-6,3.44E-6,1.8E-7,5.0E-6,1.6E-7,13.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.84E-6,2.4E-7,2.0E-7,3.6E-7,1.6E-7,1.12E-6,7.8E-7,8.0E-7,8.0E-7,1.8E-6,5.0E-7,13304.0,47.218,1.0031E-4,2.2241E8,65.315,1.5e-12
398,9.36E-6,9.22E-6,7.86E-6,1.2E-7,2.8E-7,2.0E-6,1.0E-5,5.54E-6,1.2E-7,4.36E-6,1.2E-7,6.0,2.0,1.0,1.0,4.0,18.0,7.0,1.0,1.0,1.0,2.0,1.54E-6,2.2E-7,6.0E-8,2.0E-7,1.6E-7,1.8E-6,9.6E-7,1.16E-6,1.48E-6,2.0E-6,6.0E-7,12836.0,47.208,1.3974E-4,2.9896E8,60.139,1.5e-12
399,9.56E-6,4.74E-6,7.82E-6,1.2E-7,6.4E-7,1.74E-6,7.12E-6,6.04E-6,1.2E-7,4.88E-6,1.8E-7,9.0,11.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.96E-6,2.4E-7,6.0E-8,2.6E-7,1.4E-7,1.22E-6,1.22E-6,5.8E-7,1.54E-6,1.62E-6,3.2E-7,8964.5,47.156,3.2012E-4,4.7829E8,60.333,1.5e-12
400,8.68E-6,7.12E-6,6.4E-6,1.4E-7,2.8E-7,2.24E-6,1.0E-5,7.06E-6,1.2E-7,2.86E-6,1.2E-7,3.0,3.0,1.0,1.0,2.0,4.0,11.0,1.0,1.0,1.0,3.0,1.86E-6,2.0E-7,6.0E-8,3.6E-7,1.2E-7,1.24E-6,9.0E-7,7.2E-7,1.48E-6,1.98E-6,4.8E-7,11349.0,47.149,2.1186E-4,4.0074E8,61.892,1.5e-12
401,9.36E-6,5.94E-6,9.64E-6,1.2E-7,1.8E-7,1.48E-6,8.02E-6,5.0E-6,1.2E-7,3.52E-6,1.4E-7,6.0,4.0,1.0,2.0,9.0,14.0,7.0,1.0,1.0,1.0,2.0,1.52E-6,2.0E-7,6.0E-8,2.2E-7,1.6E-7,1.38E-6,1.4E-6,8.4E-7,1.48E-6,2.0E-6,3.8E-7,11283.0,47.147,2.1652E-4,4.0715E8,60.255,1.5e-12
402,9.98E-6,4.4E-6,8.76E-6,1.2E-7,3.8E-7,1.54E-6,7.74E-6,5.18E-6,1.6E-7,3.2E-6,4.0E-7,7.0,7.0,1.0,2.0,3.0,16.0,2.0,1.0,1.0,1.0,2.0,1.94E-6,1.6E-7,6.0E-8,2.8E-7,1.6E-7,1.38E-6,1.94E-6,6.4E-7,9.2E-7,1.84E-6,4.4E-7,9005.9,47.121,3.2876E-4,4.9346E8,63.671,1.5e-12
403,8.44E-6,6.78E-6,8.4E-6,1.4E-7,3.0E-7,1.78E-6,9.16E-6,4.22E-6,1.2E-7,3.3E-6,2.2E-7,2.0,4.0,1.0,1.0,3.0,12.0,2.0,1.0,1.0,1.0,2.0,1.56E-6,3.2E-7,1.0E-7,2.6E-7,1.6E-7,1.14E-6,8.8E-7,5.8E-7,1.04E-6,1.72E-6,5.8E-7,12146.0,47.08,1.6319E-4,3.3035E8,62.145,1.5e-12
404,7.76E-6,4.86E-6,8.06E-6,1.2E-7,2.2E-7,9.2E-7,9.58E-6,5.44E-6,1.2E-7,5.06E-6,1.4E-7,24.0,4.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,4.0,1.84E-6,2.4E-7,6.0E-8,3.4E-7,1.2E-7,9.6E-7,1.02E-6,1.22E-6,1.04E-6,2.0E-6,8.2E-7,12563.0,47.063,1.3874E-4,2.9052E8,63.002,1.5e-12
405,9.14E-6,7.1E-6,7.58E-6,1.2E-7,2.2E-7,1.46E-6,9.34E-6,3.74E-6,1.2E-7,2.48E-6,1.2E-7,19.0,2.0,1.0,1.0,3.0,8.0,6.0,1.0,1.0,1.0,1.0,1.48E-6,1.8E-7,6.0E-8,4.8E-7,1.4E-7,1.16E-6,1.06E-6,7.4E-7,1.56E-6,1.52E-6,4.2E-7,13545.0,47.024,1.3372E-4,3.0188E8,60.586,1.5e-12
406,9.02E-6,9.3E-6,8.12E-6,1.2E-7,1.2E-7,1.92E-6,8.0E-6,5.2E-6,2.4E-7,3.1E-6,3.0E-7,8.0,4.0,1.0,1.0,5.0,17.0,9.0,1.0,1.0,1.0,2.0,1.98E-6,2.4E-7,1.0E-7,2.2E-7,1.2E-7,1.2E-6,1.16E-6,5.0E-7,9.0E-7,1.98E-6,6.0E-7,10218.0,47.021,2.7416E-4,4.6688E8,61.636,1.5e-12
407,7.22E-6,5.74E-6,6.92E-6,1.4E-7,2.6E-7,1.64E-6,9.78E-6,4.98E-6,1.2E-7,3.54E-6,4.4E-7,22.0,3.0,1.0,1.0,3.0,12.0,2.0,1.0,1.0,1.0,1.0,1.54E-6,2.0E-7,6.0E-8,3.0E-7,1.4E-7,1.28E-6,1.14E-6,6.8E-7,1.36E-6,1.86E-6,4.8E-7,12522.0,46.921,1.9046E-4,3.9749E8,62.442,1.5e-12
408,9.52E-6,7.64E-6,6.82E-6,1.2E-7,1.6E-7,1.78E-6,9.04E-6,3.44E-6,1.8E-7,5.0E-6,1.6E-7,17.0,2.0,1.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,1.0,1.84E-6,2.4E-7,2.0E-7,3.6E-7,1.4E-7,1.12E-6,7.8E-7,8.0E-7,7.6E-7,1.92E-6,5.0E-7,14186.0,46.894,1.015E-4,2.3997E8,64.942,1.5e-12
409,9.64E-6,7.34E-6,6.58E-6,1.2E-7,2.0E-7,1.82E-6,8.64E-6,4.62E-6,1.2E-7,3.44E-6,1.6E-7,16.0,2.0,1.0,1.0,4.0,13.0,3.0,1.0,1.0,1.0,2.0,1.94E-6,1.6E-7,8.0E-8,3.6E-7,1.4E-7,1.04E-6,1.3E-6,6.6E-7,7.0E-7,1.74E-6,5.0E-7,12319.0,46.883,2.1954E-4,4.5074E8,60.265,1.5e-12
410,6.0E-6,5.96E-6,7.76E-6,1.2E-7,2.6E-7,1.68E-6,8.52E-6,6.36E-6,1.2E-7,3.48E-6,1.6E-7,7.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.34E-6,2.0E-7,6.0E-8,2.4E-7,1.2E-7,1.1E-6,1.18E-6,6.6E-7,1.42E-6,2.0E-6,4.8E-7,10796.0,46.876,2.7447E-4,4.9389E8,62.224,1.5e-12
411,9.68E-6,9.7E-6,9.98E-6,1.6E-7,8.6E-7,1.64E-6,8.54E-6,3.76E-6,1.2E-7,3.12E-6,1.2E-7,9.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,1.62E-6,2.4E-7,8.0E-8,3.6E-7,1.6E-7,1.3E-6,1.16E-6,6.0E-7,1.02E-6,2.0E-6,6.4E-7,12094.0,46.875,1.8123E-4,3.6531E8,60.902,1.5e-12
412,9.32E-6,7.94E-6,8.46E-6,1.2E-7,2.4E-7,1.78E-6,9.52E-6,4.3E-6,1.4E-7,4.12E-6,1.2E-7,13.0,2.0,1.0,1.0,4.0,7.0,3.0,1.0,1.0,1.0,1.0,1.64E-6,2.4E-7,1.6E-7,3.2E-7,1.4E-7,1.1E-6,1.06E-6,8.0E-7,1.18E-6,1.94E-6,4.2E-7,12904.0,46.873,1.4381E-4,3.093E8,61.411,1.5e-12
413,9.32E-6,7.86E-6,8.48E-6,1.2E-7,1.2E-7,1.54E-6,9.76E-6,3.82E-6,1.2E-7,4.12E-6,1.6E-7,13.0,2.0,1.0,1.0,5.0,10.0,3.0,1.0,1.0,1.0,1.0,1.64E-6,2.4E-7,1.6E-7,4.0E-7,1.2E-7,1.06E-6,1.06E-6,8.6E-7,1.06E-6,1.96E-6,4.2E-7,15746.0,46.86,1.2462E-4,3.2704E8,60.709,1.5e-12
414,9.5E-6,7.64E-6,6.82E-6,1.2E-7,1.6E-7,1.78E-6,8.94E-6,3.44E-6,1.8E-7,5.0E-6,1.2E-7,13.0,2.0,1.0,1.0,5.0,3.0,7.0,1.0,1.0,1.0,1.0,1.84E-6,2.4E-7,2.0E-7,3.6E-7,1.4E-7,1.12E-6,7.8E-7,8.0E-7,8.2E-7,1.8E-6,4.2E-7,13846.0,46.849,1.0096E-4,2.3298E8,65.499,1.5e-12
415,8.3E-6,4.92E-6,7.1E-6,1.2E-7,2.2E-7,1.32E-6,9.54E-6,3.38E-6,1.2E-7,3.76E-6,1.2E-7,11.0,2.0,1.0,1.0,4.0,7.0,5.0,1.0,1.0,1.0,1.0,1.46E-6,2.4E-7,6.0E-8,5.2E-7,3.4E-7,1.08E-6,1.02E-6,7.8E-7,1.68E-6,1.8E-6,8.2E-7,7652.1,46.849,9.9205E-5,1.2652E8,60.667,1.5e-12
416,7.44E-6,8.78E-6,7.66E-6,1.4E-7,2.8E-7,1.26E-6,9.22E-6,4.9E-6,1.4E-7,3.02E-6,1.2E-7,7.0,2.0,1.0,1.0,3.0,1.0,13.0,1.0,1.0,1.0,3.0,1.62E-6,2.4E-7,6.0E-8,3.4E-7,1.8E-7,1.26E-6,1.0E-6,8.8E-7,1.02E-6,1.94E-6,4.8E-7,12791.0,46.739,1.7023E-4,3.6291E8,60.206,1.5e-12
